PSRJ,omgc_dot,omgc_0,logq_taueff,logq_tau,logq_ratio,logq_TN,logq_Qs,logq_Qc,log_tau-dist,log_ratio-dist,log_evidence_WTNnullHypothesis,log_evidence_2Cmpnt,log_Qs-dist,log_Qc-dist,Tobs,TSTART,TFINISH,NTOAs,logBF_2Cmpnt_vs_WTNnullHypothesis,logBF_per_TOA_2Cmpnt_vs_WTNnullHypothesis
J0737-3039A,-2.147333002422712e-14,276.7998740807381,"[4.820486108687463, 2.4970229175270755, 7.750441736937546]","[4.989456129663295, 2.99460247209702, 7.814403068143149]","[-0.9422157589392723, -3.17353800503764, 2.4990783541363886]","[-7.834650611241013, -9.89548773309759, -6.6641122848281915]","[-25.85238548126829, -28.6025513275829, -22.2847440310498]","[-26.463975733245867, -28.84586423438015, -24.50982680400735]",-,-,353.4881285297667,351.94829443431115,-,-,1244.659348632813,57172.15575513597,58416.815103768786,144,-1.5398340954555465,-0.010693292329552406
J0738-4042,-6.144854215771696e-14,16.758705727603914,"[8.823504281104404, 7.904383569266009, 10.56337209899537]","[8.152081487802896, 7.5995315623384965, 8.69430384916437]","[0.3247427336694612, -2.1858261488157056, 2.694521839961068]","[-0.9383236629885108, -1.4524924468112752, -0.6711978677567353]","[-19.924396010175496, -21.58594590790814, -16.56621878804447]","[-27.189019844626582, -29.039094460748082, -25.32885111025044]",rr,rr,147.01146215135563,979.090732571103,pky,-,1304.4271868517535,57106.396704287385,58410.82389113914,243,832.0792704197473,3.4241945284763267
J0742-2822,-3.7960747761652494e-12,37.67491900013576,"[6.962520864141609, 4.26534568221874, 8.613152092708315]","[6.479935033911215, 4.187414056573235, 7.821164351667987]","[0.05695331011628011, -2.577198084379064, 2.6801688355397446]","[-1.4897122337425195, -1.7138428028828456, -0.7028287043164348]","[-20.944822362063313, -22.69000475827807, -17.587711450968577]","[-23.050382294850746, -27.754230482615377, -21.574690643131404]",pky,-,-201.4495702384515,317.8506064940877,pky,pky,1231.6460506660878,57183.171964968154,58414.81801563424,180,519.3001767325392,2.88500098184744
J0758-1528,-2.1850774996742313e-14,9.209286920669337,"[4.943687890017486, 2.5580507682424405, 7.93982461886935]","[5.032222011486155, 2.984350900839825, 8.012581422723065]","[-0.9668021283742716, -3.1405292872707102, 2.3346221319513587]","[-4.76658636266284, -5.208572565040524, -4.304261140348401]","[-25.63682575818189, -28.040033121343765, -22.000515406451118]","[-25.91019657213692, -27.658217376021856, -24.919383422137834]",-,-,595.3330116467883,600.7007703083898,pky,pky,1110.8282957037445,57298.016650537014,58408.84494624076,144,5.367758661601442,0.037276101816676684
J0809-4753,-6.45654203092572e-14,11.482386515409791,"[4.994257234413012, 2.618578491081741, 7.6140749702785735]","[5.178455175220889, 3.067237712447401, 7.7732902450385195]","[-0.7173750574041501, -3.085074435169877, 2.463663144497072]","[-4.53233598674241, -5.029787014607029, -4.103932790375229]","[-25.332699531698026, -28.06305642846394, -22.063168569178153]","[-25.42549173388916, -27.328519704355518, -24.447098109210312]",-,-,277.82205215524306,289.01461428844243,pky,pky,1110.8244064834216,57298.029737200945,58408.854143684366,79,11.192562133199374,0.14167800168606803
J0820-1350,-8.626321036365035e-15,5.074733611201744,"[4.605280570496954, 2.2769408677564402, 7.38073865111349]","[5.180683217812158, 3.1504395367151745, 7.559585969135551]","[0.028940126832914664, -2.913345564294205, 2.9920201590955418]","[-4.091841595378014, -4.764860847538159, -3.676007598456395]","[-25.94586553337108, -28.589328499021878, -22.845531428208876]","[-25.66881988688699, -27.13977007219279, -23.50013996173685]",-,-,218.4163528587355,224.37774465411354,pky,pky,1271.452980248032,57136.40969351936,58407.86267376739,51,5.961391795378034,0.11689003520349087
J0820-4114,-4.26056596503271e-16,11.519362833482587,"[4.76023888449799, 2.4792195519086606, 7.778460643698735]","[4.949507491235094, 2.9679225291492437, 7.8176337447580915]","[-0.8934405541934177, -3.1700670111817644, 2.595073382725016]","[-5.681468651060154, -7.610195605325095, -4.146105478502918]","[-26.200280438430646, -28.745215880079733, -22.54996607382111]","[-26.990055159705094, -29.013634635134327, -24.634566774805084]",-,-,162.16913916652138,160.68276613624684,-,-,1207.553768999569,57298.039700222755,58505.59346922232,88,-1.4863730302745353,-0.01689060261675608
J0837+0610,-2.632905613476672e-14,4.93273443912407,"[4.865618888454149, 2.572643763168258, 7.993806925586609]","[5.000084963312293, 2.975415060975661, 8.027072258194938]","[-1.345427775485897, -3.274923222055382, 2.3408465289587475]","[-5.886317232230924, -6.5843947347003935, -5.294380648752642]","[-27.212475386120452, -28.79741412793136, -23.458531983199475]","[-27.78128333958002, -28.966647737224374, -26.595718492754884]",-,-,372.89770393033126,372.00256270481333,-,pky,1336.3269599261475,57172.27147286634,58508.59843279249,78,-0.8951412255179321,-0.011476169557922206
J0837-4135,-3.9366640493075255e-14,8.359465207379914,"[5.435559285725124, 2.9523140892701045, 7.775360045912365]","[5.330745189122464, 3.1108077426716703, 7.880829635951938]","[-1.0747898085298646, -3.126225047413127, 2.141534728623186]","[-4.860790410486182, -5.063459351358141, -4.610901274236781]","[-26.009286029105215, -28.055258519799064, -22.644019640091162]","[-26.273141727107742, -27.694711708534992, -25.89750046072616]",-,-,640.2386269385446,789.6214707095583,pky,pky,1298.4452261405531,57106.43561666559,58404.880842806146,140,149.38284377101365,1.0670203126500974
J0840-5332,-1.9816251083918042e-14,8.719213990791538,"[5.330796808396575, 2.690712937595039, 8.059865065140603]","[5.438187383708961, 3.1093547211690344, 8.013304224264273]","[-0.8819420852491894, -3.155071382294572, 2.4619294608548397]","[-5.545900717546061, -7.249086158847205, -4.552727993604064]","[-26.304133694967177, -28.725231290169837, -22.679403143508463]","[-27.05764618899983, -28.999589920608948, -25.43859306458523]",-,-,184.2665012028877,182.89112657127959,-,-,1118.8547662247875,57292.013801515015,58410.8685677398,59,-1.3753746316081106,-0.02331143443403577
J0842-4851,-1.447324649508553e-13,9.750972828850793,"[4.684974173683109, 2.286291555241838, 7.11608784441555]","[5.283520825030709, 3.180623634945291, 7.424779041146594]","[0.09322540227799228, -2.8538507553194514, 2.9216243787453884]","[-2.475508038139811, -3.188777231608064, -2.1490749372852322]","[-23.732196912364042, -27.936519286261905, -20.572451624694214]","[-23.39043140376589, -26.160550836326326, -22.13021080108016]",-,-,112.04689744529702,115.55864423352938,pky,pky,1115.954772185738,57297.906066214535,58413.86083840027,53,3.511746788232358,0.06625937336287469
J0846-3533,-8.073791055116716e-15,5.629598159110922,"[4.961686645308839, 2.54430582283965, 7.925872349487162]","[5.1267925253464925, 3.0594822581522774, 7.955239423938505]","[-0.9105799598868636, -3.16715142142841, 2.476760825058662]","[-5.873466072114837, -7.328743582543839, -4.710765768777595]","[-26.908207461566708, -28.976061170247135, -23.5744188345326]","[-27.58417986378848, -29.207260439285818, -25.808622118232094]",-,-,237.09636505936794,235.30682833049534,-,-,1174.7929656195774,57290.93139128071,58465.72435690029,65,-1.789536728872605,-0.027531334290347768
J0855-3331,-2.4713354305793402e-14,4.956992636327578,"[4.983374890445551, 2.556447876417267, 7.9679291897401034]","[5.12328621688121, 2.9836691429141147, 7.95857376522639]","[-1.0062704004876841, -3.2309214054841644, 2.6190517827475057]","[-6.429672471518099, -7.597733422559957, -5.254992102245851]","[-27.331069040694622, -29.155647323142677, -23.894461986122817]","[-28.10205620494444, -29.39606161414831, -26.393788658079774]",-,-,308.23944455660717,305.9685615214671,-,-,1110.962142924087,57297.92229648653,58408.88443941062,76,-2.2708830351400593,-0.029880039936053412
J0856-6137,-1.1390188090424074e-14,6.527913068545828,"[5.023850301941701, 2.5728430124768473, 7.968083741216]","[5.222158197043407, 3.0422636294091174, 7.940521049646854]","[-0.6766749843343963, -3.1008914839331814, 2.6348527535820243]","[-5.695811279872288, -7.305119659776043, -4.482741307972839]","[-26.778602460923484, -28.95244207997692, -23.42234639357466]","[-27.38425755305193, -29.151145310435542, -25.56105426091]",-,-,140.08771516145342,138.42274244239132,-,-,1207.5170496605642,57298.100948778396,58505.61799843896,48,-1.6649727190620922,-0.03468693164712692
J0904-4246,-1.2657164167085349e-14,6.509904128561719,"[4.884268937099599, 2.475231349077288, 7.866568471833516]","[5.068559068571216, 2.977296244857071, 7.87787439828395]","[-0.9089024309895277, -3.178345482947991, 2.5990240722166402]","[-5.963812238119697, -7.430288808004176, -4.624411691497083]","[-26.86398193633819, -28.981660980132627, -23.42803900718739]","[-27.553364368226266, -29.182245193796295, -25.567708581001476]",-,-,143.09218468854445,141.20487683878787,-,-,1199.8489814640634,57305.776197506806,58505.62517897087,50,-1.8873078497565814,-0.037746156995131626
J0904-7459,-9.603015333535068e-15,11.433251496966559,"[5.144548343668583, 2.5157976585689723, 7.866661617552012]","[5.288325588044899, 3.081146906203106, 7.932855124909847]","[-0.5225331108373292, -3.0312470867124923, 2.658831899975779]","[-3.9608694690070436, -5.115270339033728, -3.2289770797995736]","[-24.72190929978232, -28.014166923363266, -21.091442041053895]","[-25.106600199757757, -28.164123765280156, -23.523940641733894]",-,-,82.80609138859829,83.01346970690024,pky,pky,1060.0421076171915,57350.83283603528,58410.874943652474,44,0.20737831830194864,0.00471314359777156
J0907-5157,-1.7930778877471991e-13,24.78010486364142,"[4.986407311817314, 2.5872846768274784, 7.404844934981443]","[4.973775053837374, 2.9225698215235547, 7.714008714419295]","[-1.0047247169841516, -3.1216327449404333, 2.072576768482836]","[-3.841680810940666, -4.104550557995374, -3.5586451460191975]","[-24.118439258744974, -27.592851772156834, -20.612951403867616]","[-24.269261603629662, -27.077560707748972, -23.730740692700525]",-,-,281.43952632748477,374.91103444254264,pky,pky,1246.5653512945355,57163.33326145397,58409.898612748504,121,93.47150811505787,0.772491802603784
J0908-1739,-2.6066016813901206e-14,15.644364316088106,"[4.945622990442649, 2.4383476694076167, 8.125086448676786]","[5.128429800370129, 2.984487772856616, 8.208984701976954]","[-0.9468430722422913, -3.150996186633403, 2.547301037454754]","[-5.690330626566663, -7.617711537976412, -4.56966990789079]","[-25.957897806083345, -28.613711462343012, -22.33288959377747]","[-26.71041880957371, -28.865806638604752, -24.68283363803953]",-,-,101.66919900039072,100.34763669836757,-,-,1124.094244155065,57291.780259488994,58415.87450364406,37,-1.3215623020231533,-0.03571790005467982
J0908-4913,-8.33069970772903e-12,58.8486925376893,"[8.747549022791866, 7.764438343843131, 10.05909980992474]","[8.1015580798508, 7.316305665009512, 8.678685242308086]","[0.6309714908643247, -1.604433505720886, 2.8847972038131267]","[-0.8201043978211473, -1.5086089428961018, -0.4565668167980749]","[-18.847558727020683, -20.395649120888578, -16.427075603736114]","[-22.94890608697806, -23.5237347897286, -22.751132787163655]",rr,rr,47.53228000953614,612.1875014781767,pky,pky,1238.5622428963034,57171.330424179556,58409.89266707586,173,564.6552214686405,3.2639030142695984
J0909-7212,-1.0997028421270447e-15,4.610191378209784,"[4.615153467965152, 2.2160453245755285, 7.281428880469381]","[5.2280102934583885, 3.152603169381504, 7.466459623394197]","[0.232471533604389, -2.8588270070627724, 3.0150501378362664]","[-3.167330642798971, -4.18148734002491, -2.5765986350792365]","[-25.16761982167318, -28.301068017098473, -21.982894684516417]","[-24.65527744279235, -27.048873470463406, -22.571789844157752]",-,-,86.99304808927432,88.9354611128735,pky,pky,1122.0398673107193,57305.79826235722,58427.838129667936,31,1.9424130235991726,0.06265848463223138
J0922+0638,-4.64838513529169e-13,14.590691899595729,"[7.331912526247982, 6.143469766244332, 8.962484683492516]","[6.888831732075434, 6.045674655108754, 7.703150135782]","[-0.0759228764622964, -2.6338354400562376, 2.6590014390755043]","[-1.7175320259482287, -2.232110020161201, -0.636021431246727]","[-21.201765290014134, -22.69201128623728, -17.295118263021386]","[-26.146177611772554, -28.75520735765583, -23.198248218456577]",pky,-,99.50243566029353,208.61348666234707,pky,-,1076.1624101241468,57330.74564428988,58406.90805441402,68,109.11105100205354,1.604574279441964
J0924-5814,-5.6557174523091954e-14,8.496471005168168,"[4.843918270641493, 2.4329554509960563, 7.7033170643256925]","[5.039822212097756, 3.0022896139249857, 7.824849054939003]","[-0.6465858426824658, -3.08360359819799, 2.5926612075795408]","[-4.160866685790811, -5.37250143000387, -3.463269704804304]","[-25.28625849849285, -28.244859444845726, -21.918146254129006]","[-25.569430846310457, -28.092014568751875, -24.06984846307503]",-,-,173.55993048777677,173.2981546625548,pky,pky,1207.552494923395,57191.376861230376,58398.92935615377,72,-0.2617758252219744,-0.0036357753503052
J0934-5249,-1.4007715698059927e-14,4.348896220793386,"[4.6862871981093255, 2.474032966589793, 7.528300184304602]","[4.894058303915237, 2.9887421469358606, 7.729921019593906]","[-0.6205415078476981, -3.0737801135173846, 2.6178297664028003]","[-4.167075132600772, -4.656329073250345, -3.673213280740921]","[-25.780078144354494, -28.193085028615247, -22.461388621073066]","[-25.922159911302035, -27.7511555991267, -24.479271073337056]",-,-,573.7214737177103,578.6949263912512,pky,pky,1125.8827381062074,57291.009534552926,58416.89227265913,152,4.973452673540919,0.032720083378558674
J0942-5657,-3.8098606826857687e-13,7.7746480160596025,"[5.82895699629798, 2.7948312440095844, 8.537870802159508]","[5.746803809075961, 3.1737733362000378, 8.302281125348308]","[-0.8480672919763476, -3.103630645080721, 2.3174870086501724]","[-4.132188937260548, -4.487873216449682, -3.3037096979878378]","[-24.61886698877793, -27.20607997265466, -20.56613208080503]","[-25.73742830680511, -28.295779652487045, -24.990358141481188]",-,-,314.75685031676454,352.2435557185536,pky,pky,1131.8568022101608,57291.02209909507,58422.87890130523,90,37.48670540178904,0.4165189489087671
J0944-1354,-8.748946385685277e-16,11.018025848056038,"[4.9775366253103135, 2.5410608352685866, 7.991675029410934]","[5.129737659180026, 3.026716974987182, 7.974600579049869]","[-1.1508903182103056, -3.2781463679309533, 2.592807661507543]","[-7.189276195216269, -8.298353216870227, -6.06679848447858]","[-27.31850734160963, -29.168308665767164, -23.86092737495749]","[-28.09039338779884, -29.369281012347898, -26.38775944232205]",-,-,260.0992476847821,257.6493707932606,-,-,1108.0064190253615,57346.7868543418,58454.79327336716,61,-2.4498768915215123,-0.04016191625445102
J0953+0755,-2.2542132788397082e-14,24.828308543970067,"[4.797235910915868, 2.4866735204263493, 7.907975626900039]","[5.005992013687379, 2.9576629624238255, 7.938419487359935]","[-1.093514831309023, -3.229371827475186, 2.607167786846831]","[-7.321735837809127, -8.650427819775828, -6.127372908138542]","[-27.121005730425466, -29.075955738202083, -23.616006016384723]","[-27.810190230383586, -29.302604623446854, -26.007757150348265]",-,-,289.5967832001358,287.4043018887707,-,-,1320.2991810553285,57134.50171646822,58454.80089752355,73,-2.1924813113651,-0.030033990566645203
J0955-5304,-2.9802532273203125e-14,7.288047301623142,"[5.016089405067659, 2.6883413034868435, 7.930285053452694]","[5.116651732369183, 3.013035578169901, 7.959724173664409]","[-1.2752788969504874, -3.2596785817511122, 2.30689726915241]","[-6.63613642322138, -7.883199300199879, -5.488452131814151]","[-27.171465902090908, -29.109340131661565, -23.778227696187432]","[-28.0737493765024, -29.3812594187646, -26.580035592537666]",-,-,742.3213804484196,740.1450041379006,-,-,1161.7777253696768,57291.033193164665,58452.81091853434,155,-2.1763763105190037,-0.014041137487219378
J0959-4809,-1.1849752067173603e-15,9.376686741953078,"[4.9330364929810075, 2.5812731117268815, 7.899287478950947]","[5.141198109158747, 3.0158255581874625, 7.906697891929193]","[-0.817608252275502, -3.1551416914096437, 2.6314010063979554]","[-6.320080005359088, -7.7583323797694925, -4.978351932213796]","[-26.95563204415682, -28.998438818657085, -23.422575905866662]","[-27.60545016938114, -29.216007774991457, -25.664694434298507]",-,-,220.28447866520557,218.38122365098684,-,-,1198.8129113789546,57305.85892483197,58504.671836210924,78,-1.903255014218729,-0.024400705310496526
J1001-5507,-1.570108182704365e-13,4.37356258124228,"[7.847549119565209, 6.981842315592719, 9.453943555435188]","[7.104299909782114, 6.801562205814965, 7.755906209364884]","[0.20786606869835267, -2.5219141456385556, 2.745754673899378]","[-0.5905633546247095, -1.0869661521277225, 0.49568422542186097]","[-21.068623425952556, -22.701679450821317, -17.109384095974306]","[-27.449021839014858, -29.141885413141875, -25.702332804556807]",pky,-,145.49836343207636,680.163047331586,pky,-,1316.3923732777403,57106.497848965366,58422.890222243106,138,534.6646838995096,3.8743817673877503
J1003-4747,-1.3801339366719508e-13,20.461458470387687,"[4.984882948068341, 2.5440617930417146, 8.027899982198583]","[5.170724817891682, 3.0189826466883605, 8.035137660067459]","[-0.9176337478806716, -3.1595638219799698, 2.6098856273308497]","[-7.221324934807452, -8.646995074663383, -5.988064545774454]","[-27.039768651712333, -29.04419208014163, -23.73067321688532]","[-27.72478333991507, -29.27487792546879, -25.861136552605878]",-,-,240.57786082764534,238.4560537336911,-,-,1115.0251463255408,57305.873192502244,58420.898338827785,69,-2.1218070939542315,-0.03075082744861205
J1012-5857,-1.6632712403163193e-13,7.663116238518608,"[5.413722627282358, 2.584312549530768, 8.284787448822522]","[5.502250051797142, 3.1335560032596947, 8.250493408902779]","[-0.5532122986397658, -2.9833024268065063, 2.6783497624645247]","[-5.012820281682448, -6.247251662691159, -4.175173847126861]","[-26.211111295037778, -28.52230597856077, -22.804859140449143]","[-26.738121807018874, -28.800514414394662, -25.14083652055836]",-,-,629.4199191304194,628.9116630479435,-,pky,1321.2533751280134,57191.41009182364,58512.66346695166,193,-0.5082560824758957,-0.0026334512045383196
J1013-5934,-1.782441642100445e-14,14.186435390194324,"[4.8736402570842055, 2.5453905336813807, 7.9729842406753875]","[5.05868670335637, 2.9963122327410554, 7.990324472071133]","[-1.1154014245263848, -3.218037166921375, 2.531835124525147]","[-6.786957427325964, -8.145624198633387, -5.7047244145567895]","[-27.049943950651517, -29.01622756101473, -23.617214547660488]","[-27.744727654717284, -29.23394786520849, -26.02521239603731]",-,-,484.74291698945524,482.60873704129926,-,-,1221.5929838012307,57291.05755901826,58512.650542819494,132,-2.1341799481559747,-0.016168029910272535
J1016-5345,-2.0439702986510607e-14,8.164372473826308,"[4.750806165605413, 2.4525527874374977, 7.796888913740677]","[4.940900323250363, 2.961261239658821, 7.838787578012092]","[-1.160032294151548, -3.2107288876240925, 2.596769896113871]","[-6.6965009701764036, -7.967248444039916, -5.421639547246598]","[-27.184070253694994, -29.113649522930416, -23.54852969665879]","[-27.89373679414642, -29.31590339578351, -25.947937848930515]",-,-,368.8448231760592,366.5596084052148,-,-,1118.819481342296,57333.99809114173,58452.817572484026,102,-2.285214770844391,-0.02240406638082736
J1017-5621,-7.782573300334233e-14,12.479946072712702,"[5.046999028747637, 2.5948752766480836, 7.947501793333131]","[5.143616046592063, 2.984164979054897, 7.992887670071199]","[-0.9794916670634298, -3.1126731248041506, 2.409249410354343]","[-5.609704198758518, -6.009482432278476, -5.1691740507498425]","[-26.182966049801674, -28.28685497222282, -22.458309082799488]","[-26.497915833802196, -27.949481079866164, -25.554592338223824]",-,-,586.2983686287043,590.6654139076571,pky,pky,1129.8403166634016,57291.06925687477,58420.90957353817,127,4.367045278952787,0.03438618329884084
J1017-7156,-2.518542808658801e-15,2686.827670766722,"[4.631819729097982, 2.203449441894255, 7.376101474314631]","[5.170708506188531, 3.025562718281164, 7.5358949355882885]","[-0.1419731711918139, -2.9036351410495627, 2.7893320501296484]","[-6.964538021900767, -9.220108958964133, -6.309988487002384]","[-24.06399519853513, -27.912144677197166, -20.671639084736423]","[-23.249227740154122, -27.457917465196793, -21.697471751243416]",-,-,48.789267417453665,49.06560994006382,pky,pky,1202.5514782492464,57228.32416609284,58430.875644342086,51,0.27634252261015746,0.005418480835493284
J1022+1001,-9.747033904691908e-16,381.8885341848773,"[4.9561228806172375, 2.4901654786805967, 7.781700237197586]","[5.152279390266563, 3.0100950562118616, 7.817203940282318]","[-0.635327030189844, -3.1079059278564385, 2.6579987044602955]","[-7.991004867380784, -10.172571343349013, -6.558872769673772]","[-25.76518760877793, -28.60613152353877, -22.21601370594329]","[-26.363333324210885, -28.872921326883915, -24.107916468419887]",-,-,71.90106531037459,71.19428014516954,-,-,1223.6562276379482,57225.17961331089,58448.835840948836,39,-0.7067851652050479,-0.018122696543719174
J1032-5911,-5.240639102809788e-14,13.535145394458532,"[4.896211132074777, 2.4466500936797204, 7.923558942165602]","[5.077106306186034, 2.96731910302278, 7.9703286786550445]","[-0.8779745179304775, -3.165828228865633, 2.5720007650306784]","[-6.020507438364037, -7.985581919333203, -4.464228324324122]","[-26.15284291850982, -28.702354202439196, -22.29404345384734]","[-26.803039451408512, -28.93167316811184, -24.37245440489026]",-,-,282.5072750819072,281.15466542259827,-,-,895.5235936595127,57558.3061718217,58453.82976548121,152,-1.3526096593089392,-0.008898747758611441
J1034-3224,-1.0922720928714564e-15,5.460835021056821,"[4.867808582705878, 2.4513325060889914, 7.945319793976167]","[5.036690096350152, 2.9377328824996876, 7.974771578140732]","[-0.9729560758875415, -3.2218496066222295, 2.582051051992637]","[-5.565890117898618, -7.09789137969885, -4.25129523576863]","[-26.80561102404538, -28.959637934707935, -23.40545237859565]","[-27.462013258649762, -29.166735083464246, -25.462891368831112]",-,-,115.15392314012732,113.23503075580241,-,-,1332.2733890583113,57173.41521621236,58505.68860527067,41,-1.9188923843249057,-0.04680225327621721
J1036-4926,-3.9826100508880394e-14,12.311054175440596,"[5.281765148453119, 2.6491034415124077, 8.139141421145217]","[5.408349900932444, 3.0899017443783494, 8.082340104583722]","[-0.6925517123115434, -3.1349062901233773, 2.624744171125971]","[-6.536916082339598, -8.220503426317771, -5.040742556523638]","[-26.458567617318355, -28.848823495557014, -22.875155136094786]","[-27.265450877288465, -29.097991438512082, -25.175124388985886]",-,-,78.01994254420251,77.55989703229314,-,-,840.7769125584746,57565.18426060591,58405.96117316438,30,-0.46004551190937093,-0.015334850396979032
J1041-1942,-3.0920485574641255e-15,4.532116872792137,"[5.039035987913811, 2.5623943020951447, 7.989982863131113]","[5.250248059697911, 3.0581541745168384, 7.970330721811143]","[-0.8010407713403948, -3.172379574908613, 2.7136449058738163]","[-5.715995112442872, -7.126106164301665, -4.43003296171677]","[-26.97259689849921, -29.020341087524507, -23.538322451602646]","[-27.632448216663924, -29.23529455386798, -25.6295293830691]",-,-,116.23110602545424,115.3854144511202,-,-,1214.5935867457229,57291.101136605306,58505.69472335103,34,-0.8456915743340403,-0.02487328159806001
J1042-5521,-3.078688113598839e-14,5.366266973878083,"[4.8135115728270135, 2.4782198780097833, 7.921655793646277]","[5.028375925505053, 3.001027765863155, 7.978301312853846]","[-1.030372464698197, -3.200764834409667, 2.5750734440672445]","[-6.212319926901184, -7.506597010524448, -5.058135229500723]","[-27.256181867300015, -29.118281530393823, -23.878341890163508]","[-27.906770784031487, -29.29558185999121, -26.105032866021904]",-,-,327.0072072209435,324.8724707600588,-,-,1198.7589408224812,57305.938922393114,58504.697863215595,101,-2.13473646088471,-0.02113600456321495
J1043-6116,-7.850122547376782e-13,21.770687862452828,"[5.094462844510412, 2.546547008737156, 7.6960908900380725]","[5.1236055896341846, 2.95350760282929, 7.77779502873415]","[-0.6111854162233483, -3.0107548592134283, 2.4862955396446114]","[-3.9683678478415683, -4.367338078363388, -3.494478318232082]","[-23.189334465605466, -27.00842982859143, -19.34770351935997]","[-23.493314117132552, -26.948864698281493, -22.692776249869958]",-,-,173.43851205300405,178.84820417894278,pky,pky,522.3777992917894,57896.55003200681,58418.9278312986,78,5.409692125938733,0.06935502725562478
J1045-4509,-1.9800953976588218e-15,840.6471510127246,"[5.064607695848455, 2.4889400181975785, 7.9595162303555576]","[5.262070215131541, 3.033868390405399, 7.986399248153903]","[-0.6785500568574129, -3.1259887561185513, 2.6123597481641254]","[-8.971208291613939, -11.098897476578843, -7.372502276745535]","[-25.941294592914485, -28.70119578958142, -22.252180128932523]","[-26.599400973169985, -28.907890235387708, -24.23268602550297]",-,-,41.826049128076676,40.91360682119888,-,-,1179.7685681783987,57246.1466628697,58425.9152310481,38,-0.9124423068777929,-0.02401163965467876
J1046-5813,-5.2755083363332864e-14,17.00787223822597,"[4.598936372106314, 2.362782233573914, 7.292644674857474]","[4.788521539020564, 2.9489109022975097, 7.531848664415327]","[-1.0139854765049112, -3.122497854933263, 2.3398811372489696]","[-4.63638257624917, -5.1003897646952465, -4.225199608761973]","[-25.136610625956525, -28.024735692208058, -21.494561242864]","[-25.243888710372143, -27.323748857840783, -24.006485900769096]",-,-,641.6726465465408,645.1037177092489,pky,pky,1157.7063835084118,57354.972737770826,58512.67912127924,193,3.431071162708122,0.017777570791233793
J1047-6709,-2.6918070870658715e-13,31.66087377571332,"[5.138162058364979, 2.5880344336142955, 8.02528706592027]","[5.271477050974949, 3.0223301629027945, 8.008852816506629]","[-0.8528036645186795, -3.186759236882582, 2.5146877803738374]","[-7.461772423912715, -9.06605811492879, -6.0787194681241825]","[-26.590003749047202, -28.91579117713169, -22.99388673192751]","[-27.390184276783692, -29.16784072257947, -25.362243668524666]",-,-,101.57464117827257,100.45252998867556,-,-,866.8167307847325,57564.080787774015,58430.89751855875,39,-1.1221111895970068,-0.028772081784538637
J1048-5832,-3.94375464026365e-11,50.78472549788732,"[9.399548120216945, 8.045291061894465, 11.08308809264586]","[8.022061522120342, 7.518485319280926, 8.64019706339137]","[1.3332953867292765, -0.6284033016677913, 3.199250159404116]","[1.1918744333605336, 0.6025790306202445, 1.4415045492910465]","[-17.487502228719194, -18.709944251153296, -16.12206549729056]","[-25.882072983332446, -28.6239762277592, -23.121566506565966]",rr,rr,-672.9735895349751,622.686171650121,pky,-,1224.5131296837062,57191.435434533734,58415.94856421744,232,1295.6597611850962,5.5847403499357595
J1056-6258,-1.2602857249265888e-13,14.873191314494113,"[5.103561119300389, 2.879346399067502, 7.333283948319633]","[5.310009194695184, 3.1414435443788684, 7.756348541130474]","[-0.8409896280668158, -3.1248732707012246, 2.192885304367751]","[-2.835688644197351, -3.0506454858623657, -2.659576156799685]","[-23.837734236876905, -27.86252602706195, -20.84170744257869]","[-23.6652822840527, -25.141824160571797, -23.383950073246222]",-,-,451.0613035206534,772.3271629347482,pky,pky,1315.3985276732928,57106.53314166884,58421.931669342135,198,321.26585941409485,1.6225548455257315
