F0,F1,EFAC,EQUAD,RedAmp,RedSlope,sigma_RN
0.7362090976540877,-2.5568683395978982e-15,0.29335186702753413,-8.429886750836319,-13.05132782594207,18.061703086644478,-8.65144639477673
0.7362090976724169,-2.557963789040415e-15,0.3136942844235229,-8.303933402331882,-17.29731776908937,4.5688309625307015,-16.376985666059266
0.7362090975270977,-2.5530002227399366e-15,0.3321657171804162,-3.8684831814795695,-19.88341297248609,3.5633756094557825,-19.222368252162994
0.7362090976215862,-2.5571481926313916e-15,0.27331786057649365,-7.573034090800368,-15.406884766268355,15.082000654449315,-11.775410646801937
0.7362090975309061,-2.5501346198427775e-15,-0.9368296989986803,-2.6372920831700064,-12.747326861356989,16.698010599240448,-8.699115203289821
0.7362090975799297,-2.5547275793456857e-15,0.3363457522940487,-8.984480239239364,-12.487955688739078,6.04696959737809,-11.186440376792154
0.7362090976225832,-2.557456066062515e-15,0.06497225384334904,-6.677464670975094,-9.642577555630458,6.6563943033185495,-8.18390346335874
0.736209097522201,-2.5513837281138996e-15,0.09629697255775671,-8.48883913585478,-17.590185514530145,17.49898838744487,-13.33541726130952
0.7362090973961597,-2.5447553716502966e-15,0.20384745802301518,-5.453941353734174,-9.480234601582076,3.6586291580330146,-8.794625843454005
0.7362090976503106,-2.5553516032698613e-15,0.2628499676939031,-7.758026581677521,-18.51969766336505,13.7477674946689,-15.232296329291211
0.7362090976212748,-2.556091530461959e-15,0.32203237525911943,-8.117295229416015,-14.133729543659046,6.932131639199778,-12.603948154661921
0.7362090976029263,-2.553730781534728e-15,0.29544078891267045,-8.121510915321101,-19.66755791651466,7.875505772741125,-17.89449868404953
0.7362090976858131,-2.5575988598704566e-15,0.1667096129978678,-3.393204657376633,-16.45346157936186,4.180725742570091,-15.633214265169729
0.7362090975351988,-2.5540000501444587e-15,0.15129963781884737,-2.6548162686239207,-16.626081971094724,12.019444552054397,-13.784381513636136
0.7362090975078217,-2.552799363665967e-15,0.1578424267940346,-3.038433240286011,-12.315438093472741,9.832462340811688,-10.037717818570956
0.7362090974662269,-2.548516138195549e-15,0.24095774520436075,-7.0905249067235205,-13.333823974293171,17.691109580427796,-9.029511401537377
0.7362090975584382,-2.5518917170016653e-15,0.19025290156342134,-5.459194533604601,-14.703955149563978,17.79461321516178,-10.372951002220844
0.7362090975603653,-2.5550227913350636e-15,0.22414301105524004,-9.530637237618885,-16.561509459640916,7.279864198702683,-14.942054605820339
0.7362090975817137,-2.5526066592003535e-15,0.18830951512139937,-7.4070439213047825,-12.820917264075385,10.989833743535396,-10.244733411537439
0.7362090976622119,-2.556262086399604e-15,0.11959841506958746,-9.800142902797408,-18.73301597372599,5.245869839569708,-17.638088710521473
0.736209097637824,-2.5549229036598637e-15,0.25283244652072523,-7.351951249552988,-18.74135315976124,8.835601126381562,-16.72070400633814
0.736209097653874,-2.5576812995566593e-15,0.12894940284345302,-3.3677584261901297,-18.821470844819633,1.5807298564253447,-18.671711908162877
0.736209097682169,-2.557815653861376e-15,0.20244546807613606,-5.229166078563142,-19.210002788030305,1.7946886602058147,-19.005068036684513
0.7362090975172194,-2.551075382533773e-15,0.2143268907327167,-9.35219805426485,-15.610821909219208,11.708195744719472,-12.849386466390799
0.7362090975169121,-2.5511806305117736e-15,0.14802508475388287,-4.767055887980652,-15.540552038644769,18.805840200101425,-10.948772116976267
0.7362090977013647,-2.5585769882973767e-15,-0.3000291609756953,-2.5206738004993205,-15.560668756504228,0.8027600165513955,-15.611533112556597
0.7362090976329888,-2.5555805273500256e-15,0.03394837745302137,-7.059365100160374,-12.757542839575535,7.46059645668494,-11.09148065107855
0.7362090977530263,-2.5631653906846834e-15,0.13722542266777493,-9.049435047729167,-9.90578863138887,6.260539272059288,-8.549197853580312
0.7362090975993885,-2.556508931986841e-15,0.2699223776640327,-9.978633041232499,-13.684352234412707,19.333166175433014,-8.956585198488959
0.7362090975077191,-2.552326088998682e-15,0.21926121396344844,-9.606687938195885,-16.306832857412065,19.114354355682803,-11.635493134620502
0.736209097590639,-2.5537187420064695e-15,0.3002524100557109,-3.7736050733402475,-17.63481475212815,15.041782250260225,-14.013712176984363
0.7362090975722533,-2.553585410475838e-15,0.004268431541663675,-7.164047887006243,-19.298173154316665,3.959701692343944,-18.534923644475743
0.7362090975129333,-2.55248457159612e-15,0.24465164211402612,-9.395657937980502,-17.2639775275131,13.638081133632557,-14.004862172905966
0.7362090976602492,-2.5561141903487137e-15,0.24085290096687162,-9.533191443555634,-13.215299073357553,3.3343395212150484,-12.613318306181428
0.7362090976079858,-2.5531340281186233e-15,-0.2421189355467498,-2.5782737430560188,-19.273953113783616,11.461256574378776,-16.576198480818782
0.7362090976116065,-2.554325541639715e-15,0.2888326907072627,-9.744543228628578,-19.238724926706112,12.285442677651693,-16.328428725458238
0.7362090976495144,-2.556100186890945e-15,0.27999767005380716,-5.0863832969858604,-18.996348076757936,11.623367361645675,-16.25678822428688
0.7362090976040964,-2.554263751623568e-15,0.11016267422196702,-8.335063645169921,-13.52915888108436,19.94655671907374,-8.64321035241562
0.7362090975548441,-2.553265406787401e-15,0.3031814670815278,-8.617279120020012,-16.47985342641528,3.7147145135723254,-15.779781345772182
0.7362090976320709,-2.554999786608167e-15,0.08786165541373925,-6.162611677967374,-11.221592724979859,5.769736033321032,-9.991570557908094
0.7362090975990869,-2.5556340481428385e-15,-0.09889759793054065,-2.852273761282679,-12.078939318529319,5.789453154650907,-10.843832489300747
