ID,UTC Start,Observing band,Duration (s),DM (pc cm^-3),DM error (pc cm^-3),DM epoch (MJD),DM chi2r,DM tres,SN,Flux (mJy),RM (rad m^-2),RM error (rad m^-2),RFI zapped (%)
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY4NTU=,2023-03-30T18:43:13+00:00,LBAND,119.55680418691617,2.943036637697447,0.0017820014814131592,59400.0,0.2826,7.468,6933.69873046875,84.225,0.0375408,0.02,0.10142299107142858
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYxMTk=,2022-02-25T21:03:25+00:00,LBAND,119.47848254205631,2.913623543852907,0.0016626195183201784,59400.0,0.2364,6.978,8333.6474609375,106.977,0.860783,0.02,0.119140625
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTUyOTc=,2020-04-19T16:43:58+00:00,LBAND,103.8770482242993,2.912626600238468,0.0011090197603445086,59400.0,0.0679,4.66,8025.49853515625,89.24,0.801728,0.02,0.0986328125
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcxMzE=,2022-10-29T05:43:04+00:00,LBAND,118.45911446729,2.928880135201772,0.015615878774001116,59400.0,11.6158,67.155,12511.95703125,194.019,-0.915008,0.02,0.19816706730769232
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcxMzQ=,2022-11-25T02:58:21+00:00,LBAND,119.47848254205633,2.947108631401747,0.001716917325394854,59400.0,0.3761,6.95,9209.99609375,95.055,1.15847,0.02,0.10804966517857142
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzU2MjE=,2024-04-30T16:06:32+00:00,LBAND,119.54903327102788,2.954417708845642,0.0034907520874905692,59400.0,1.4779,14.479,10840.125,131.576,-1.15203,0.02,0.13739483173076922
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcxMjE=,2022-09-05T12:04:23+00:00,LBAND,89.52994691588808,2.947982631421282,0.0015765326203105413,59400.0,0.1675,6.633,12565.193359375,159.736,-1.26846,0.02,0.13609730113636365
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYxNDk=,2022-03-14T23:29:51+00:00,LBAND,89.52994691588806,2.9392375182855663,0.0013328441947678053,59400.0,0.0857,5.521,10414.3564453125,135.012,1.32565,0.02,0.11576704545454546
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU5MTM=,2021-07-04T16:05:52+00:00,LBAND,88.58890048598153,2.9224414344531837,0.0010771122493829376,59400.0,0.0676,4.591,3449.685546875,53.056,1.02187,0.03,0.21064453125
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcxNDQ=,2023-01-05T03:51:01+00:00,LBAND,89.52994691588806,2.9357955412977423,0.0012854011225352667,59400.0,0.0578,5.2,6885.55859375,80.694,0.666546,0.02,0.113671875
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU3NjM=,2021-01-25T20:23:34+00:00,LBAND,89.60826856074787,2.9420585677468787,0.0026368372223338713,59400.0,0.4285,10.773,7868.49951171875,95.037,0.560082,0.02,0.09853515625
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY2Njc=,2022-12-24T02:27:50+00:00,LBAND,119.55680418691615,2.932982753585519,0.0011599350952235326,59400.0,0.1298,4.921,8970.302734375,97.307,0.687441,0.02,0.12848772321428573
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU0ODY=,2020-08-08T08:17:06+00:00,LBAND,89.84323349532731,2.9431602221429007,0.002257260571273206,59400.0,0.301,9.628,4347.44921875,56.223,1.01059,0.03,0.13525390625
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU0NDE=,2020-07-11T10:53:13+00:00,UHF,89.18940611764707,2.936390079184248,0.0014406838377891559,59400.0,1.1004,15.653,16843.515625,377.696,-0.170645,0.02,0.1103515625
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU1ODk=,2020-10-01T04:10:57+00:00,LBAND,89.52994691588808,2.9448022708274477,0.0021530510133380486,59400.0,0.4243,8.867,7037.0380859375,107.439,1.13039,0.02,0.11611328125
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU4OTc=,2021-06-03T18:04:26+00:00,LBAND,89.60826856074787,2.9250082555932884,0.0014898739646455105,59400.0,0.1983,6.205,15397.8525390625,180.549,1.2308,0.02,0.1263671875
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYwMzY=,2022-01-10T03:37:48+00:00,LBAND,89.52994691588806,2.962338036308718,0.002067883577117698,59400.0,0.2995,8.573,9849.1591796875,127.087,0.408521,0.02,0.1138671875
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU5NjM=,2021-09-30T11:25:51+00:00,LBAND,88.99991446728993,2.9299004320082016,0.0015585159016555088,59400.0,0.1311,6.634,13279.80859375,182.693,-0.467629,0.02,0.08740234375
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU5ODI=,2021-10-31T08:23:14+00:00,LBAND,89.60826856074786,2.944130522057652,0.002739036117963579,59400.0,0.4551,10.96,5061.86474609375,71.322,-0.290878,0.03,0.1359375
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYyMTg=,2022-04-24T18:03:42+00:00,LBAND,119.55680418691615,2.93837115243834,0.003882794684975687,59400.0,1.0086,16.607,5429.5908203125,61.559,1.27735,0.03,0.17822265625
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYwNjQ=,2022-01-31T23:11:37+00:00,LBAND,119.55680418691617,2.934518191217861,0.0012369888451847825,59400.0,0.1002,5.31,8385.96875,98.298,1.07913,0.02,0.12165178571428571
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU5Mjc=,2021-08-02T14:51:16+00:00,LBAND,89.52994691588805,2.9512102145229524,0.001640419628316139,59400.0,0.2427,6.679,10871.794921875,154.687,0.264832,0.02,0.1619140625
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYzMDI=,2022-06-05T17:59:26+00:00,LBAND,89.60826856074787,2.967466238434341,0.002063756737391773,59400.0,0.2834,8.789,8586.2333984375,118.648,1.53424,0.02,0.1416015625
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYyNzU=,2022-05-23T15:08:58+00:00,LBAND,119.47848254205635,2.916592378994171,0.0019179192180217022,59400.0,0.3021,8.181,13218.5703125,127.252,0.436194,0.02,0.11174665178571429
