ID,UTC Start,Observing band,Duration (s),DM (pc cm^-3),DM error (pc cm^-3),DM epoch (MJD),DM chi2r,DM tres,SN,Flux (mJy),RM (rad m^-2),RM error (rad m^-2),RFI zapped (%)
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY3NzA=,2023-02-16T04:58:53+00:00,LBAND,89.53016702803754,8.582210134314376,0.006405756418819445,59400.0,0.8808,25.236,6616.3330078125,110.917,-2.84992,0.02,0.16298828125
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzkwMTk=,2024-11-20T05:09:38+00:00,LBAND,119.47507558878485,8.636053331200793,0.004746194113419313,59400.0,0.5866,19.405,16159.6044921875,224.119,-2.70628,0.02,0.130859375
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY2Nzc=,2022-12-24T04:59:11+00:00,LBAND,119.55606728971985,8.619821593170103,0.002054110701769152,59400.0,0.1237,7.437,14496.84375,159.943,-1.99323,0.03,0.13330078125
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzU2NzY=,2024-04-30T18:34:24+00:00,LBAND,119.47507558878485,8.615479449016156,0.007390810365830699,59400.0,0.5331,26.602,927.746765136719,13.886,-1.46303,0.1,0.125
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU2MDM=,2020-10-01T07:51:53+00:00,LBAND,89.53016702803755,8.613860843932052,0.0036572035081703243,59400.0,0.3983,14.547,6458.6513671875,102.795,-1.6507,0.03,0.0876953125
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzczNDQ=,2024-07-18T14:05:29+00:00,LBAND,119.55263162616804,8.583716764514007,0.00251795001405879,59400.0,0.1434,9.599,7470.3232421875,88.732,-2.43885,0.02,0.11628069196428571
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYzNDE=,2022-06-23T16:05:48+00:00,LBAND,119.47768822429929,8.592281892709872,0.0083895493385977,59400.0,1.3928,41.515,1547.88256835938,18.135,-2.29571,0.03,0.12255859375
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcwNzM=,2021-08-29T13:45:44+00:00,LBAND,89.53016702803757,8.647071438091055,0.01023701789732337,59400.0,1.4837,30.326,1655.3017578125,26.388,-2.39859,0.07,0.12841796875
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY3MzA=,2023-01-23T23:17:22+00:00,LBAND,118.53713943925257,8.625447018681202,0.005904655006716747,59400.0,1.0737,18.971,2948.91552734375,34.91,-1.63274,0.05,0.11258370535714286
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYxMjk=,2022-02-25T23:29:23+00:00,LBAND,119.55606728971983,8.633350068158382,0.0035869219747043752,59400.0,0.5045,19.002,1431.87707519531,18.542,-2.56654,0.04,0.10777064732142858
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcwODA=,2022-01-10T04:58:32+00:00,LBAND,89.53016702803757,8.607043768614963,0.0021502137481317976,59400.0,0.1501,8.824,3888.66625976562,59.915,-2.2276,0.03,0.11748046875
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTUxODI=,2019-10-31T05:09:41+00:00,LBAND,282.46774908411226,8.63188120153395,0.0020519455434374334,59400.0,0.2657,6.9,27257.962890625,134.561,-1.88877,0.02,0.08341784989858012
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTUyMDI=,2019-11-23T16:16:51+00:00,LBAND,274.54949921495336,8.599237342640816,0.0015057118618527856,59400.0,0.1002,4.738,24249.408203125,100.144,-1.88633,0.02,0.05933254963427377
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU0NTY=,2020-07-11T14:36:46+00:00,UHF,89.3135359999999,8.607062980378696,0.0036734393345157312,59400.0,1.415,27.362,7595.4970703125,227.021,-0.752506,0.02,0.1091796875
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU0MDg=,2020-06-13T16:15:47+00:00,LBAND,89.92206235514035,8.634553422026407,0.00839354006488276,59400.0,1.759,30.062,4103.27880859375,59.619,-1.85902,0.03,0.10341796875
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU1MDI=,2020-08-08T12:00:00+00:00,LBAND,89.92206235514037,8.609896957792659,0.004386854840810535,59400.0,0.6962,14.999,3073.45288085938,45.24,-2.06066,0.03,0.0908203125
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU2ODM=,2020-11-28T03:53:49+00:00,LBAND,89.53016702803755,8.634486243969247,0.0020239282285479765,59400.0,0.1526,7.793,28452.693359375,380.63,-1.94155,0.02,0.08662109375
