ID,UTC Start,Observing band,Duration (s),DM (pc cm^-3),DM error (pc cm^-3),DM epoch (MJD),DM chi2r,DM tres,SN,Flux (mJy),RM (rad m^-2),RM error (rad m^-2),RFI zapped (%)
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDMyMzg=,2022-05-18T08:40:34+00:00,UHF_NS,319.99995904000014,None,None,None,None,None,1.75735342502594,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTI4MTc=,2022-03-13T19:05:13+00:00,LBAND,254.5586888971956,10.256733518612199,0.0006776281477780758,59000.0,2.2067,1.614,1293.38195800781,5.048,1.99528,0.02,0.12786458333333334
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDMzMjM=,2023-02-17T14:35:26+00:00,UHF_NS,300.0000000000001,None,None,None,None,None,6.63603496551514,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDMzOTk=,2022-07-08T05:20:03+00:00,UHF_NS,316.9999052800001,None,None,None,None,None,9.56460666656494,0.01679966670918732,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDM0Njc=,2023-03-19T12:37:29+00:00,UHF_NS,300.0000000000001,None,None,None,None,None,2.72319531440735,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDMyMzk=,2022-02-15T14:42:17+00:00,UHF_NS,320.0000000000001,None,None,None,None,None,4.15677165985107,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDMzMjQ=,2022-02-14T14:46:13+00:00,UHF_NS,320.0000000000001,None,None,None,None,None,3.89855742454529,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDM0MDA=,2021-09-29T23:48:48+00:00,UHF_NS,316.0784998400001,None,None,None,None,None,12.4197435379028,0.023899376363247498,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDM0Njg=,2021-10-14T22:49:49+00:00,UHF_NS,317.07846656000015,None,None,None,None,None,6.93703365325928,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTMxNjE=,2023-01-24T22:49:29+00:00,LBAND,255.5777890093451,10.255145035679192,0.0005502542499245677,59000.0,1.3065,2.31,677.322937011719,2.683,1.64591,0.03,0.11447832661290322
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDQ3NDg=,2024-01-23T00:14:47+00:00,LBAND,255.4922084485981,10.255630280217702,0.001073524501851508,59000.0,2.2541,3.228,457.2255859375,1.897,1.43087,0.04,0.13400957661290322
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDMyNDA=,2022-09-05T01:28:05+00:00,UHF_NS,300.0000000000001,None,None,None,None,None,2.46221590042114,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDMyNDE=,2023-03-04T13:36:27+00:00,UHF_NS,300.0000000000001,None,None,None,None,None,3.08312726020813,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDMzMjU=,2021-12-06T19:21:26+00:00,UHF_NS,300.0000000000001,None,None,None,None,None,5.85735893249512,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDMzMjY=,2022-10-08T23:14:22+00:00,UHF_NS,317.9999846400001,None,None,None,None,None,17.9326992034912,0.032507441816811415,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDM0MDE=,2021-12-09T19:09:39+00:00,UHF_NS,320.0000000000001,None,None,None,None,None,7.22013902664185,0.012780913074189505,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDM0MDI=,2022-05-19T08:36:38+00:00,UHF_NS,319.9999897600001,None,None,None,None,None,6.34614276885986,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDM0Njk=,2022-08-25T02:11:18+00:00,UHF_NS,320.0000000000001,None,None,None,None,None,2.27822327613831,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDM0NzA=,2021-07-27T04:04:46+00:00,UHF_NS,320.0000000000001,None,None,None,None,None,1.95245707035065,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDMyNDI=,2022-08-28T01:59:33+00:00,UHF_NS,319.06524160000015,None,None,None,None,None,2.40153384208679,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDMzMjc=,2021-11-22T20:16:29+00:00,UHF_NS,317.07849728000014,None,None,None,None,None,2.14449954032898,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDM0MDM=,2022-07-01T05:47:35+00:00,UHF_NS,319.9999795200001,None,None,None,None,None,5.16428422927856,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDM0NzE=,2022-03-30T11:53:13+00:00,UHF_NS,320.0000000000001,None,None,None,None,None,3.57432436943054,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTI4NzY=,2022-05-09T15:21:19+00:00,LBAND,255.5777890093451,10.255724441873742,0.0006753765240702402,59000.0,2.5823,1.965,1182.90161132812,5.006,1.32454,0.02,0.18507434475806453
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDMyNDM=,2022-08-29T01:55:36+00:00,UHF_NS,320.0000000000001,None,None,None,None,None,2.56399440765381,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDMzMjg=,2023-01-11T17:00:55+00:00,UHF_NS,320.0000000000001,None,None,None,None,None,1.89024436473846,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDMyNDQ=,2021-10-29T21:50:51+00:00,UHF_NS,319.0785126400001,None,None,None,None,None,2.12058687210083,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDMzMjk=,2022-06-08T07:18:00+00:00,UHF_NS,319.9998976000001,None,None,None,None,None,4.33686637878418,None,None,None,None
