ID,UTC Start,Observing band,Duration (s),DM (pc cm^-3),DM error (pc cm^-3),DM epoch (MJD),DM chi2r,DM tres,SN,Flux (mJy),RM (rad m^-2),RM error (rad m^-2),RFI zapped (%)
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzM5OTY=,2024-03-05T21:20:40+00:00,LBAND,119.54860620560729,83.82728576326623,0.07280022558179923,59400.0,1.6605,278.788,124.188934326172,1.144,-64.776,0.4,0.1417518028846154
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MjI2Ng==,2019-09-29T02:24:10+00:00,LBAND,201.55685203738335,83.79237230352867,0.02621927559362259,59400.0,1.6193,99.275,336.410186767578,0.974,-65.0907,0.31,0.16882183908045978
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MjQ0NQ==,2020-04-19T16:02:12+00:00,LBAND,238.79871401869138,83.75724312896021,0.029073820010618576,59400.0,0.5678,107.396,181.313079833984,1.251,-63.9194,0.36,0.17355872844827586
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MjQ5Ng==,2020-05-16T14:07:38+00:00,LBAND,216.92053771962597,83.8225539007451,0.05156902609414131,59400.0,1.2454,193.44,153.204391479492,1.035,-66.2053,0.42,0.15467247596153846
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MjYwMA==,2020-07-11T10:07:23+00:00,UHF,212.998624,83.71824144784068,0.009123376273146994,59400.0,1.3025,83.172,436.866577148438,4.167,-65.135,0.14,0.1316796875
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MjkzNg==,2021-01-25T19:26:18+00:00,LBAND,213.9993671775699,83.80041612470879,0.03786363452505671,59400.0,1.4757,144.166,224.476409912109,1.265,-64.677,0.3,0.15265625
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mjc1Nw==,2020-10-01T03:24:48+00:00,LBAND,213.4702474766353,83.8613144630744,0.06199810520744968,59400.0,1.1838,230.415,118.192947387695,0.742,-65.03,0.66,0.1980078125
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mjg5NA==,2020-12-26T21:03:56+00:00,LBAND,214.567668037383,83.76692913182637,0.03300840773473327,59400.0,1.0097,129.963,202.323272705078,1.167,-65.7437,0.33,0.20259915865384615
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mjg0Mw==,2020-11-27T23:26:18+00:00,LBAND,213.99942938317736,83.86592321004554,0.034908902607928435,59400.0,0.906,126.948,172.571701049805,1.11,-64.2744,0.28,0.130625
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mjk4NQ==,2021-02-19T17:42:19+00:00,LBAND,212.9992493457942,83.76954436753391,0.0230168476624159,59400.0,0.5508,85.224,218.435363769531,1.071,-66.491,0.32,0.1583203125
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzI5Mg==,2022-02-25T20:33:02+00:00,LBAND,118.53019992523346,83.94906483185844,0.08183019745070226,59400.0,0.9292,334.266,85.3380432128906,0.905,-68.4955,9.94,0.17320033482142858
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzI1Mw==,2022-01-31T22:41:22+00:00,LBAND,117.99938512149514,88.00506969620709,7.245833682516028,59400.0,6737.5244,27966.347,78.4635772705078,1.126,-62.6266,0.73,0.173828125
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzQ0MA==,2022-05-23T14:38:35+00:00,LBAND,119.5486062056073,83.7006803372987,0.06295659207820162,59400.0,0.5504,244.482,101.905334472656,1.831,-69.6314,0.92,0.18275669642857142
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzM5NQ==,2022-04-24T17:33:38+00:00,LBAND,117.99940545794374,85.30728312693356,2.5439537980718727,59400.0,658.4225,10139.458,76.7628555297852,3.765,-66.6045,0.96,0.19411057692307693
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzQ4NQ==,2022-06-23T13:03:53+00:00,LBAND,118.9993498317755,83.78702951293928,0.09953276047768392,59400.0,1.5667,420.518,82.2790145874023,1.008,-66.1873,0.51,0.20725661057692307
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzUyOQ==,2022-07-23T10:38:49+00:00,LBAND,118.99938811214935,83.82827588063981,0.05755780551808971,59400.0,0.744,233.668,99.8911972045898,0.834,-66.6675,0.45,0.19095552884615385
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzM0NA==,2022-03-23T15:01:07+00:00,LBAND,119.46959192523346,61.58129605552842,40.40245765277023,59400.0,49037.0789,151138.312,67.6933822631836,3.404,-70.7292,0.31,0.24490792410714285
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzU3Ng==,2022-08-28T08:13:33+00:00,LBAND,119.54860620560729,83.88649139426799,0.04758751631302124,59400.0,0.5796,195.233,112.229988098145,1.727,-64.8992,0.41,0.19810267857142858
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzcwOQ==,2022-11-25T02:27:45+00:00,LBAND,118.53019992523346,83.73346997233514,0.046488296717566796,59400.0,0.681,187.494,124.122444152832,1.135,-65.2436,0.46,0.14332932692307693
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzYyNA==,2022-10-01T06:03:45+00:00,LBAND,118.99925054205589,83.84440034267514,0.06672351579783906,59400.0,1.0587,263.84,126.012474060059,2.031,-65.5087,0.45,0.19576322115384615
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzc5NQ==,2023-01-23T20:46:51+00:00,LBAND,119.5486062056073,83.84724289305179,0.5479054174750846,59400.0,21.5969,2160.164,90.7187118530273,2.858,-66.1069,0.83,0.21023995535714285
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzk0NA==,2023-05-04T15:22:39+00:00,LBAND,118.54921928971943,83.74568628070617,0.06633206490908715,59400.0,0.9404,265.134,114.678047180176,1.202,-62.8035,0.41,0.15572415865384615
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5Ng==,2023-03-30T18:12:37+00:00,LBAND,119.46959192523346,83.85922833411412,0.07060905925067651,59400.0,1.5947,278.206,121.548194885254,1.052,-64.9234,0.39,0.14181082589285715
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzc1MQ==,2022-12-24T01:57:35+00:00,LBAND,118.549288672897,83.82414147631648,0.06253758489186788,59400.0,0.8098,235.441,105.914360046387,0.816,-63.9321,0.68,0.17037259615384615
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg1MA==,2023-02-27T21:54:37+00:00,LBAND,119.5486062056073,83.59820112024232,0.08311936288096122,59400.0,1.0653,305.216,84.5294342041016,0.757,-66.7584,0.65,0.11795479910714286
