ID,UTC Start,Observing band,Duration (s),DM (pc cm^-3),DM error (pc cm^-3),DM epoch (MJD),DM chi2r,DM tres,SN,Flux (mJy),RM (rad m^-2),RM error (rad m^-2),RFI zapped (%)
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTg0OTg=,2020-12-26T21:02:08+00:00,LBAND,89.52115199999979,79.42826873843363,0.011765310287204993,59400.0,0.6908,49.999,199.610427856445,1.948,8.70579,0.37,0.11083984375
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MjAyOTU=,2022-10-29T05:10:21+00:00,LBAND,119.47046399999975,79.41548381387913,0.010691511998314062,59400.0,1.1046,44.535,249.978927612305,2.188,8.55456,0.27,0.12744140625
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MjAxNzI=,2022-10-01T06:01:29+00:00,LBAND,118.9993390654203,79.40964779969359,0.010331792434573429,59400.0,1.3205,42.676,283.292724609375,2.597,10.8364,0.23,0.14978966346153846
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzU5NTc=,2023-06-23T12:20:25+00:00,LBAND,118.99951013084086,79.42153359099004,0.010180109046180302,59400.0,1.034,43.939,252.954544067383,2.286,8.58597,0.23,0.12800480769230768
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTk1NTc=,2022-04-24T17:31:22+00:00,LBAND,119.54995199999973,79.42613066674461,0.011004521975128977,59400.0,0.9848,47.854,251.278335571289,2.171,7.05892,0.25,0.12939453125
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzQ0MzE=,2024-01-25T22:35:44+00:00,LBAND,119.54995199999973,79.42502045348971,0.006997234984026138,59400.0,0.507,27.628,267.507751464844,2.157,8.54006,0.25,0.11583533653846154
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc1NzQ=,2020-04-19T16:00:03+00:00,LBAND,126.92467199999973,79.42072012329413,0.009896498818643741,59400.0,0.7104,40.656,217.871353149414,2.205,8.72479,0.3,0.17877604166666666
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc2Nzk=,2020-05-16T14:05:43+00:00,LBAND,91.8792959999998,79.41479805495803,0.008928479384559974,59400.0,0.7021,37.007,244.396270751953,2.512,9.95936,0.25,0.12286931818181818
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc3NzQ=,2020-06-13T11:44:36+00:00,LBAND,89.83910399999981,79.43723919134153,0.00932290735784911,59400.0,0.7028,39.619,233.859649658203,2.503,9.36301,0.27,0.12041015625
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc5OTE=,2020-08-08T07:29:38+00:00,LBAND,89.83910399999981,79.44258174663581,0.011499233848982613,59400.0,1.3784,48.925,267.744476318359,2.92,10.8095,0.22,0.12734375
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTg0MDA=,2020-11-27T23:24:31+00:00,LBAND,88.5054719999998,79.42933738405804,0.010509174421247033,59400.0,0.9975,42.163,246.423706054688,2.623,8.78295,0.19,0.11015625
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTg2MDk=,2021-01-25T19:24:30+00:00,LBAND,89.52115199999979,79.40909936822148,0.016226040487812888,59400.0,1.2783,67.32,181.215911865234,1.982,7.99165,0.31,0.12392578125
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTg3MTE=,2021-02-19T17:40:31+00:00,LBAND,88.999234990654,79.42274052616867,0.012134935540686636,59400.0,1.3354,49.835,232.291625976562,2.419,9.58511,0.26,0.1234375
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTk2Nzk=,2022-05-23T14:36:19+00:00,LBAND,119.54995199999975,79.42367654796489,0.01301243020341269,59400.0,1.9409,55.034,238.277145385742,2.448,9.85816,0.22,0.13490513392857142
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MjAwNDU=,2022-08-28T08:11:16+00:00,LBAND,119.54995199999975,79.41075102074609,0.005336103926955499,59400.0,0.5021,22.03,321.240753173828,2.696,9.60252,0.17,0.14948381696428573
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MjA3ODU=,2023-02-27T20:15:17+00:00,UHF,119.3883557647058,79.43874320265208,0.0024330237811829645,59400.0,0.402,22.958,352.320251464844,5.603,13.9496,0.05,0.11781529017857142
